countryCode,id,name,code,startDate,endDate,year,clusterCode,cluster,requirements,funding,percentFunded
#country+code,#activity+appeal+id+fts_internal,#activity+appeal+name,#activity+appeal+id+external,#date+start,#date+end,#date+year,#sector+cluster+code,#sector+cluster+name,#value+funding+required+usd,#value+funding+total+usd,#value+funding+pct
PSE,146,occupied Palestinian territory 2004,CPSE04,2004-01-01,2004-12-31,2004,,Not specified,,89297046,
PSE,146,occupied Palestinian territory 2004,CPSE04,2004-01-01,2004-12-31,2004,,Multiple clusters/sectors (shared),,0,
PSE,118,occupied Palestinian territory 2003,CPSE03,2003-01-01,2003-12-31,2003,26512,Agriculture,4737000,2241891,47
PSE,118,occupied Palestinian territory 2003,CPSE03,2003-01-01,2003-12-31,2003,26480,Coordination and support services,2926092,2016257,69
PSE,118,occupied Palestinian territory 2003,CPSE03,2003-01-01,2003-12-31,2003,2,Early Recovery,900000,,
PSE,118,occupied Palestinian territory 2003,CPSE03,2003-01-01,2003-12-31,2003,3,Education,10400000,3355705,32
PSE,118,occupied Palestinian territory 2003,CPSE03,2003-01-01,2003-12-31,2003,4,Emergency Shelter and NFI,0,,
PSE,118,occupied Palestinian territory 2003,CPSE03,2003-01-01,2003-12-31,2003,6,Food Security,42649000,46185696,108
PSE,118,occupied Palestinian territory 2003,CPSE03,2003-01-01,2003-12-31,2003,7,Health,13685000,3017606,22
PSE,118,occupied Palestinian territory 2003,CPSE03,2003-01-01,2003-12-31,2003,26479,Multi-sector,202727762,119045955,59
PSE,118,occupied Palestinian territory 2003,CPSE03,2003-01-01,2003-12-31,2003,11,Water Sanitation Hygiene,15750000,,
PSE,118,occupied Palestinian territory 2003,CPSE03,2003-01-01,2003-12-31,2003,,Not specified,,,
PSE,118,occupied Palestinian territory 2003,CPSE03,2003-01-01,2003-12-31,2003,,Multiple clusters/sectors (shared),,0,
